"Name","Institution","state","session","updated_at"
Ro16i,"UFES","ES","ST-17","2019-05-08 14:23:07"
Ka13r,"UPE","PE","ST-16","2019-05-08 14:23:15"
Ma20t,"UFC","PI","ST-16","2019-05-08 14:23:18"
Gu19e,"IFSUL","RS","ST-16","2019-05-08 14:25:08"
Ar10e,"UNIPAMPA","RS","ST-17","2019-05-08 14:25:39"
Fe11i,"UFPA","PA","ST-17","2019-05-08 14:29:43"
An15v,"UFPA","PA","ST-17","2019-05-08 14:31:30"
Ra12s,"UNICAMP","SP","ST-17","2019-05-08 14:31:31"
El12t,"UFPR","PR","ST-17","2019-05-08 14:31:37"
Do12b,"UFF","RJ","ST-15","2019-05-08 14:32:17"
Da16e,"UFCG","PB","ST-16","2019-05-08 14:33:08"
Fi15o,"UFC","CE","ST-15","2019-05-08 14:34:38"
An14g,"RS","PUCRS","ST-17","2019-05-08 14:34:44"
An15v,"UFPA","PA","ST-16","2019-05-08 14:35:54"
An15t,"IFSUL","RS","ST-16","2019-05-08 14:36:52"
Hu11o,"UFPA","PA","ST-17","2019-05-08 14:38:11"
Tá17t,"IFBA","BA","ST-16","2019-05-08 14:42:32"
Ca13u,"","BA","ST-16","2019-05-08 14:42:37"
An13n,"IFSUL","RS","ST-16","2019-05-08 14:42:41"
Ja14r,"UFG","GO","ST-17","2019-05-08 14:47:22"
Ma12l,"UFGD","MS","ST-17","2019-05-08 14:49:23"
Da23t,"UTFPR","PR","ST-17","2019-05-08 14:52:55"
Ga15l,"IFSUL","RS","ST-16","2019-05-08 14:55:55"
Ia13r,"IFSUL","RS","ST-16","2019-05-08 14:56:02"
Lu13n,"UFMG","MG","ST-16","2019-05-08 14:56:07"
Jo15t,"UNICAMP","SP","ST-15","2019-05-08 14:56:20"
Hu13o,"IFSUL","RS","ST-16","2019-05-08 14:56:56"
Ar11w,"UFPA","PA","ST-16","2019-05-08 14:57:12"
He15r,"UFPA","PA","ST-16","2019-05-08 14:57:16"
Br14v,"","","ST-17","2019-05-08 14:58:01"
Jo15d,"UFRJ","RJ","ST-17","2019-05-08 15:02:22"
Ev14d,"UFRJ","RJ","ST-16","2019-05-08 15:03:50"
An12r,"UFRJ","RJ","ST-16","2019-05-08 15:03:58"
Fl15t,"UFPA","PA","ST-16","2019-05-08 15:04:12"
Lu14g,"IFSUL","RS","ST-17","2019-05-08 15:04:36"
Am16l,"RS","IFSUL","ST-17","2019-05-08 15:04:40"
An16d,"IFSUL","RS","ST-17","2019-05-08 15:04:44"
Sa13e,"IFSUL","RS","ST-17","2019-05-08 15:04:50"
Gu18r,"IFSUL","RS","ST-17","2019-05-08 15:04:58"
Ma13c,"IFSUL","RS","ST-17","2019-05-08 15:05:02"
Mi13o,"IFSUL","RS","ST-17","2019-05-08 15:05:06"
An15v,"UFPA","PA","ST-15","2019-05-08 15:06:24"
Da12o,"UNICAMP","SP","ST-17","2019-05-08 15:09:10"
Si11n,"Ericsson Research","SP","ST-17","2019-05-08 15:22:27"
Le14v,"UFRJ","RJ","ST-17","2019-05-08 15:23:43"
Br12n,"IFSUL","RS","ST-17","2019-05-08 15:26:39"
Ma17t,"PUCRS","RS","ST-15","2019-05-08 15:32:19"
Sa11ê,"UFG","GO","ST-17","2019-05-08 15:33:38"
Do12b,"UFF","RJ","ST-17","2019-05-08 15:34:33"
Ma15e,"UFG","GO","ST-17","2019-05-08 15:34:39"
Pe12t,"HP","RS","ST-16","2019-05-08 15:34:42"
Vi13l,"IFMG","MG","ST-17","2019-05-08 15:38:44"
Ev14d,"UFRJ","RJ","ST-16","2019-05-08 15:59:43"
An15v,"UFPA","PA","ST-16","2019-05-08 15:59:53"
Fe28o,"UFPR","PR","ST-16","2019-05-08 15:59:59"
Ra12s,"UNICAMP","SP","ST-17","2019-05-08 16:01:14"
Jo15d,"UFRJ","RJ","ST-17","2019-05-08 16:01:32"
An13i,"UFRJ","RJ","ST-19","2019-05-09 10:16:11"
Le15i,"UFBA","BA","ST-19","2019-05-09 10:16:14"
Th16r,"UFMG","MG","ST-19","2019-05-09 10:16:27"
Ra15e,"UECE","CE","ST-19","2019-05-09 10:16:46"
Lu19r,"UNICAMP","SP","ST-19","2019-05-09 10:16:51"
Da15h,"UFRJ","RJ","ST-20","2019-05-09 10:17:56"
St13e,"IFBA","BA","ST-19","2019-05-09 10:21:40"
Ka13r,"UPE","PE","ST-19","2019-05-09 10:25:16"
Jo15d,"UFRJ","RJ","ST-20","2019-05-09 10:27:21"
Jo15d,"UFRJ","RJ","ST-20","2019-05-09 10:27:21"
Ma15v,"UFRRJ","RJ","ST-20","2019-05-09 10:27:23"
Sa11ê,"UFG","GO","ST-19","2019-05-09 10:27:28"
Kl21s,"UFG","GO","ST-20","2019-05-09 10:27:36"
Al21r,"UFJF","RJ","ST-19","2019-05-09 10:28:10"
Fe12k,"UFJF","MG","ST-19","2019-05-09 10:28:12"
Fr23j,"UFBA","CE","ST-19","2019-05-09 10:28:59"
Al11o,"UFBA","BA","ST-19","2019-05-09 10:29:02"
Lu26r,"","MG","ST-19","2019-05-09 10:29:33"
Al11r,"UFJF","MG","ST-19","2019-05-09 10:29:43"
Ju16t,"UTFPR","PR","ST-19","2019-05-09 10:30:44"
Lu12r,"USP","SP","ST-18","2019-05-09 10:30:52"
Ca13u,"","BA","ST-18","2019-05-09 10:31:03"
Ev14d,"UFRJ","RJ","ST-19","2019-05-09 10:31:09"
Gl17e,"UFPI","MG","ST-19","2019-05-09 10:31:11"
Je13r,"UFG","GO","ST-18","2019-05-09 10:31:26"
Ed16r,"DF","UnB","ST-18","2019-05-09 10:31:36"
Ra19e,"HPE","RS","ST-18","2019-05-09 10:31:51"
Pe11m,"HP","RS","ST-18","2019-05-09 10:31:55"
Pe12t,"HP","RS","ST-18","2019-05-09 10:31:59"
Ca11i,"HPE","RS","ST-18","2019-05-09 10:32:03"
Al14h,"UFRGS","RS","ST-18","2019-05-09 10:32:07"
Ka13e,"PUCRS","RS","ST-18","2019-05-09 10:32:11"
Ka13e,"PUCRS","RS","ST-18","2019-05-09 10:32:11"
Hu13o,"IFSUL","RS","ST-19","2019-05-09 10:32:12"
Ti13t,"PUCRS","RS","ST-18","2019-05-09 10:32:18"
Ro15ç,"UFES","ES","ST-18","2019-05-09 10:32:28"
Au17e,"UFMG","MG","ST-18","2019-05-09 10:32:36"
Ri18d,"UFPE","PE","ST-18","2019-05-09 10:32:45"
Em15n,"PB","UFCG","ST-18","2019-05-09 10:32:58"
Si11n,"Ericsson Research","SP","ST-20","2019-05-09 10:33:05"
Mi11t,"UFPI","PI","ST-20","2019-05-09 10:33:08"
Do12b,"UFF","RJ","ST-18","2019-05-09 10:33:09"
Ne17o,"UFRJ","RJ","ST-18","2019-05-09 10:33:12"
Ig11e,"UFF","RJ","ST-18","2019-05-09 10:33:15"
Ed24v,"UFRJ","RJ","ST-18","2019-05-09 10:33:16"
Gu20o,"UFRJ","RJ","ST-18","2019-05-09 10:33:16"
Ga16ç,"UFRJ","RJ","ST-18","2019-05-09 10:33:18"
Ad23r,"RNP","BA","ST-19","2019-05-09 10:33:30"
Lu12o,"UFBA","BA","ST-19","2019-05-09 10:33:36"
Ma18i,"UERJ","RJ","ST-19","2019-05-09 10:33:37"
Fa12i,"UFPB","PB","ST-19","2019-05-09 10:34:09"
Gi17v,"UFCG","PB","ST-19","2019-05-09 10:34:17"
Ad16t,"UFPA","PA","ST-18","2019-05-09 10:34:37"
Ri17t,"UFRGS","RS","ST-19","2019-05-09 10:34:46"
Ig13h,"UFPA","PA","ST-18","2019-05-09 10:36:06"
Na14v,"UNICAMP","PI","ST-10","2019-05-09 10:36:18"
Fe13f,"UFRGS","RS","ST-19","2019-05-09 10:36:19"
Ju12i,"RS","UDELAR","ST-18","2019-05-09 10:36:30"
Fe15h,"UFRJ","RJ","ST-18","2019-05-09 10:37:07"
Ar13o,"RS","UFRGS","ST-18","2019-05-09 10:38:57"
La12e,"UFRGS","RS","ST-18","2019-05-09 10:39:00"
Al13t,"UNIP","MT","ST-18","2019-05-09 10:39:03"
Ca13a,"UFPE","PE","ST-19","2019-05-09 10:39:49"
Al10r,"UFRJ","RJ","ST-18","2019-05-09 10:40:34"
Pa15t,"ANSP","SP","ST-19","2019-05-09 10:41:07"
Gu19e,"IFSUL","RS","ST-18","2019-05-09 10:41:59"
Ma17t,"PUCRS","RS","ST-18","2019-05-09 10:42:41"
It19t,"RNP","BA","ST-19","2019-05-09 10:43:47"
An15v,"UFPA","PA","ST-18","2019-05-09 10:44:54"
Ne17r,"UFPI","PI","ST-18","2019-05-09 10:45:05"
Sa15r,"UFRGS","RS","ST-18","2019-05-09 10:45:32"
Vi13l,"IFMG","MG","ST-18","2019-05-09 10:49:55"
Al7t,"INATEL","MG","ST-19","2019-05-09 10:51:41"
Vi13l,"IFMG","MG","ST-19","2019-05-09 10:51:43"
Ma13c,"UTFPR","PR","ST-18","2019-05-09 10:51:57"
Da21h,"UFPE","PE","ST-18","2019-05-09 10:54:35"
Gi17J,"UFMG","MG","ST-19","2019-05-09 10:54:38"
Ja14r,"UFG","GO","ST-18","2019-05-09 10:54:40"
Ro14r,"FACSUL","BA","ST-10","2019-05-09 10:55:27"
Si11n,"Ericsson Research","SP","ST-19","2019-05-09 10:56:21"
Ed17o,"RNP","RJ","ST-18","2019-05-09 10:56:35"
Jo11e,"EB","RS","ST-18","2019-05-09 10:57:12"
Ar10e,"UNIPAMPA","RS","ST-18","2019-05-09 10:57:17"
Fr14g,"UNIPAMPA","RS","ST-18","2019-05-09 10:57:20"
Kl21s,"UFG","GO","ST-10","2019-05-09 10:57:53"
Jo15d,"UFRJ","RJ","ST-10","2019-05-09 10:57:55"
Ma13z,"BA","UFBA","ST-19","2019-05-09 11:00:17"
Ev15s,"UFC","PR","ST-18","2019-05-09 11:00:23"
Ro17c,"UFU","GO","ST-19","2019-05-09 11:01:03"
Gl17e,"UFPI","MG","ST-19","2019-05-09 11:01:23"
Ev14d,"UFRJ","RJ","ST-19","2019-05-09 11:01:27"
Ca13a,"UFPE","PE","ST-19","2019-05-09 11:01:34"
An15v,"UFPA","PA","ST-19","2019-05-09 11:01:44"
An13i,"UFRJ","RJ","ST-18","2019-05-09 11:02:36"
Ev14d,"UFRJ","RJ","ST-18","2019-05-09 11:02:40"
Ju16t,"UTFPR","PR","ST-18","2019-05-09 11:04:19"
Ne17o,"UFRJ","RJ","ST-10","2019-05-09 11:05:26"
Ma13i,"UPF","RS","ST-18","2019-05-09 11:06:10"
Le17l,"UPF","RS","ST-18","2019-05-09 11:06:14"
Se16e,"UdeM","","ST-18","2019-05-09 11:06:20"
Ju12o,"PoP-BA","BA","ST-18","2019-05-09 11:06:47"
Ne17o,"UFRJ","RJ","ST-19","2019-05-09 11:07:31"
Ma12i,"UFC","CE","ST-18","2019-05-09 11:11:33"
Fa14g,"Petrobrás","RJ","ST-19","2019-05-09 11:17:14"
Ro13t,"UFPB","RN","ST-18","2019-05-09 11:17:34"
Al11r,"UFJF","MG","ST-19","2019-05-09 11:31:41"
Da12z,"UFPA","PA","ST-20","2019-05-09 11:35:35"
Ra13r,"UFPA","PA","ST-20","2019-05-09 11:35:37"
Ro14l,"","UNEMAT","ST-20","2019-05-09 11:37:42"
Ro14l,"","UNEMAT","ST-18","2019-05-09 11:42:32"
An15v,"UFPA","PA","ST-19","2019-05-09 11:58:47"
Lu26r,"","MG","ST-19","2019-05-09 11:59:10"
Ro14r,"FACSUL","BA","ST-20","2019-05-09 12:06:44"
Se22t,"UNICAMP","SP","ST-20","2019-05-09 12:07:02"
Ro15ç,"UFES","ES","ST-22","2019-05-09 13:47:54"
Ri17t,"UFRGS","RS","ST-22","2019-05-09 13:50:14"
Ri17t,"UFRGS","RS","ST-22","2019-05-09 13:50:14"
Br13z,"UFRGS","RS","ST-22","2019-05-09 13:52:08"
Ed21o,"UFMG","MG","ST-22","2019-05-09 13:54:42"
Th16r,"UFMG","MG","ST-22","2019-05-09 13:58:09"
Gu20o,"UFRJ","RJ","ST-21","2019-05-09 13:58:15"
Lu11e,"UFBA","BA","ST-21","2019-05-09 13:58:20"
Fe13r,"IF Catarinense","SC","ST-21","2019-05-09 13:59:01"
Le18e,"UDESC","SC","ST-21","2019-05-09 13:59:23"
Fe12r,"UFMG","MG","ST-21","2019-05-09 13:59:37"
La12e,"UFRGS","RS","ST-21","2019-05-09 14:00:34"
Je13r,"UFG","GO","ST-21","2019-05-09 14:01:31"
Ne17o,"UFRJ","RJ","ST-21","2019-05-09 14:01:46"
Jo11i,"","","ST-21","2019-05-09 14:02:49"
Sa15r,"UFRGS","RS","ST-21","2019-05-09 14:04:58"
Ma17l,"UFES","ES","ST-22","2019-05-09 14:05:14"
Lu12r,"USP","SP","ST-21","2019-05-09 14:07:03"
Al19l,"UFPE","PI","ST-23","2019-05-09 14:07:07"
Ma12l,"UFGD","MS","ST-23","2019-05-09 14:07:12"
Ro13t,"UFPB","RN","ST-21","2019-05-09 14:07:34"
Ma15t,"UFRGS","RS","ST-22","2019-05-09 14:07:34"
Al7t,"INATEL","MG","ST-22","2019-05-09 14:08:49"
Th12v,"UFCG","PB","ST-22","2019-05-09 14:09:41"
Ma19e,"IFFarroupilha","RS","ST-22","2019-05-09 14:09:54"
Ru21e,"UNIPAMPA","RS","ST-22","2019-05-09 14:09:59"
Fa12i,"UFPB","PB","ST-22","2019-05-09 14:10:15"
Gi17v,"UFCG","PB","ST-22","2019-05-09 14:10:18"
Fr14g,"UNIPAMPA","RS","ST-22","2019-05-09 14:10:20"
Ar10e,"UNIPAMPA","RS","ST-22","2019-05-09 14:10:23"
Do12b,"UFF","RJ","ST-21","2019-05-09 14:10:51"
Ne17r,"UFPI","PI","ST-23","2019-05-09 14:11:17"
Se22t,"UNICAMP","SP","ST-22","2019-05-09 14:12:03"
Vi13t,"UFES","MG","ST-22","2019-05-09 14:12:24"
Da11m,"UNIPAMPA","RS","ST-22","2019-05-09 14:13:16"
Ga16ç,"UFRJ","RJ","ST-21","2019-05-09 14:13:54"
Pa16g,"UFC","CE","ST-23","2019-05-09 14:14:29"
Ma12i,"UFC","CE","ST-23","2019-05-09 14:14:39"
Ga14e,"UdelaR","","ST-21","2019-05-09 14:15:11"
Ri14o,"UFCG","PB","ST-22","2019-05-09 14:15:26"
Re14e,"UFCG","PB","ST-22","2019-05-09 14:15:29"
Ed17a,"PUCPR","PR","ST-21","2019-05-09 14:16:00"
Ad23r,"RNP","BA","ST-21","2019-05-09 14:21:47"
Lu12o,"UFBA","BA","ST-21","2019-05-09 14:21:51"
An15v,"UFPA","PA","ST-23","2019-05-09 14:22:06"
It19t,"RNP","BA","ST-21","2019-05-09 14:22:42"
Íg11j,"UFMG","MG","ST-22","2019-05-09 14:22:47"
Em15n,"PB","UFCG","ST-21","2019-05-09 14:23:12"
Pe11m,"HP","RS","ST-21","2019-05-09 14:25:21"
Lu12o,"UFBA","BA","ST-22","2019-05-09 14:27:34"
Ro14l,"","UNEMAT","ST-21","2019-05-09 14:29:35"
Ma17l,"UFES","ES","ST-22","2019-05-09 14:30:31"
Ne17o,"UFRJ","RJ","ST-23","2019-05-09 14:33:53"
Do12b,"UFF","RJ","ST-23","2019-05-09 14:33:56"
He15r,"UNICAMP","SP","ST-23","2019-05-09 14:34:54"
Cl16m,"UFV","MG","ST-21","2019-05-09 14:36:13"
An15v,"UFPA","PA","ST-23","2019-05-09 14:36:18"
Ta13n,"SP","UNICAMP","ST-23","2019-05-09 14:36:28"
Ta13n,"SP","UNICAMP","ST-23","2019-05-09 14:36:32"
An12e,"UFPI","PI","ST-23","2019-05-09 14:36:42"
An12e,"UFPI","PI","ST-23","2019-05-09 14:36:46"
Fe15a,"PA","UFPA","ST-22","2019-05-09 14:36:50"
Ra14r,"UFRGS","RS","ST-22","2019-05-09 14:37:17"
An15v,"UFPA","PA","ST-22","2019-05-09 14:38:13"
Fa14g,"Petrobrás","RJ","ST-22","2019-05-09 14:38:15"
Kl21s,"UFG","GO","ST-21","2019-05-09 14:38:58"
Ja14r,"UFG","GO","ST-21","2019-05-09 14:39:02"
Th23e,"UFSJ","MG","ST-23","2019-05-09 14:39:42"
El12e,"","","ST-22","2019-05-09 14:41:18"
Gl17e,"UFPI","MG","ST-23","2019-05-09 14:42:31"
Ju19J,"UFPI","PI","ST-23","2019-05-09 14:43:11"
Fe14v,"UFPI","PI","ST-23","2019-05-09 14:45:53"
Je24r,"UFPA","PA","ST-23","2019-05-09 14:46:23"
Au15n,"UFRGS","RS","ST-21","2019-05-09 14:46:54"
Hu10o,"UFRJ","RJ","ST-22","2019-05-09 14:49:51"
An15v,"UFPA","PA","ST-22","2019-05-09 14:52:49"
Fe14i,"UFRJ","RJ","ST-22","2019-05-09 14:53:10"
Ri15e,"ITA","SP","ST-21","2019-05-09 14:54:20"
Ma16h,"UFMG","MG","ST-22","2019-05-09 14:54:42"
An12r,"UFRJ","RJ","ST-23","2019-05-09 14:55:01"
Ma15s,"UFRJ","RJ","ST-23","2019-05-09 14:55:04"
Ce15e,"ITA","SP","ST-21","2019-05-09 14:57:20"
An15t,"IFSUL","RS","ST-21","2019-05-09 14:57:25"
Ga16ç,"UFRJ","RJ","ST-21","2019-05-09 14:58:20"
Fa14g,"Petrobrás","RJ","ST-21","2019-05-09 15:00:12"
An15v,"UFPA","PA","ST-21","2019-05-09 15:01:18"
Ia13o,"UFPE","PE","ST-23","2019-05-09 15:03:12"
Ra16e,"UFSM","RS","ST-22","2019-05-09 15:03:32"
Ka13e,"PUCRS","RS","ST-22","2019-05-09 15:04:37"
Da21h,"UFPE","PE","ST-22","2019-05-09 15:08:11"
Ne17o,"UFRJ","RJ","ST-22","2019-05-09 15:09:53"
Do12b,"UFF","RJ","ST-22","2019-05-09 15:09:57"
Ro16h,"UNIPAMPA","RS","ST-21","2019-05-09 15:13:17"
Va17t,"UFPA","PA","ST-22","2019-05-09 15:20:25"
Lu23t,"UFRJ","RJ","ST-23","2019-05-09 15:23:27"
Ma17l,"UFES","ES","ST-22","2019-05-09 15:27:20"
Vi13t,"UFES","MG","ST-23","2019-05-09 15:31:49"
Fa13a,"RNP","PA","ST-21","2019-05-09 15:32:21"
An15v,"UFPA","PA","ST-21","2019-05-09 15:32:29"
Ra16e,"UFSM","RS","ST-21","2019-05-09 15:41:27"
Th23e,"UFSJ","MG","ST-23","2019-05-09 16:07:22"
Ev14d,"UFRJ","RJ","ST-21","2019-05-09 16:08:33"
Ig13h,"UFPA","PA","ST-1","2019-05-10 09:02:04"
